,Date,TSLA,META,KO,AMZN,TSLA_z_norm,META_z_norm,KO_z_norm,AMZN_z_norm
820,2016-04-18,16.92533302307129,110.4499969482422,37.229583740234375,31.76749992370605,-0.5550183155014548,-0.5436228571802826,-0.3798806551158415,-0.794714095028096
821,2016-04-19,16.4913330078125,112.29000091552734,37.5356559753418,31.395000457763672,-0.5592772173219,-0.5216123424866914,-0.3488602182463501,-0.8017188614065733
822,2016-04-20,16.6646671295166,112.41999816894533,35.73942184448242,31.64949989318848,-0.5575762657538899,-0.5200572879828118,-0.5309086403764823,-0.7969330583340909
823,2016-04-21,16.55266761779785,113.44000244140624,35.16753387451172,31.549999237060547,-0.5586753323612114,-0.5078557822112498,-0.5888695157321693,-0.798804145179593
824,2016-04-22,16.916667938232422,110.55999755859376,35.876365661621094,31.024999618530277,-0.555103347170342,-0.5423070067291451,-0.5170293774216886,-0.8086766416871801
825,2016-04-25,16.788000106811523,110.0999984741211,36.013282775878906,31.309999465942383,-0.5563659822906298,-0.5478096125864373,-0.5031528208052521,-0.8033172854154257
826,2016-04-26,16.916000366210938,108.76000213623048,35.86829376220703,30.8439998626709,-0.5551098981463733,-0.5638389307884067,-0.5178474648450805,-0.8120803002700154
827,2016-04-27,16.764667510986328,108.88999938964844,35.98912811279297,30.328500747680664,-0.5565949482614637,-0.5622838762845276,-0.5056008971591827,-0.821774142003944
828,2016-04-28,16.513999938964844,116.7300033569336,35.94884490966797,30.100000381469727,-0.5590547836100233,-0.46850009886455113,-0.5096836018808357,-0.8260710385878218
829,2016-04-29,16.05066680908203,117.58000183105467,36.08577728271485,32.97949981689453,-0.5636015353172874,-0.45833223823119806,-0.4958054987853372,-0.7719227171101533
830,2016-05-02,16.1200008392334,118.56999969482422,36.23077392578125,34.192501068115234,-0.5629211509466684,-0.44648967543538276,-0.48111008150597895,-0.7491125088858119
831,2016-05-03,15.48799991607666,117.43000030517578,36.11800384521485,33.566001892089844,-0.5691230628994834,-0.4601265880522421,-0.4925393350080148,-0.7608936811171976
832,2016-05-04,14.837332725524902,118.05999755859376,36.23077392578125,33.54499816894531,-0.575508149500673,-0.4525904283211638,-0.48111008150597895,-0.7612886512773116
833,2016-05-05,14.10200023651123,117.80999755859376,36.29521179199219,32.954498291015625,-0.5827240683163107,-0.4555809809347632,-0.47457930043039537,-0.77239286502686
834,2016-05-06,14.32866668701172,119.48999786376952,36.50463104248047,33.6974983215332,-0.5804997592731537,-0.4354844637207988,-0.453354648554514,-0.7584209211482018
835,2016-05-09,13.928000450134276,119.23999786376952,36.44020462036133,33.98749923706055,-0.5844315521432779,-0.43847501633439817,-0.45988426977080166,-0.7529675209462058
836,2016-05-10,13.912667274475098,120.5,36.85100173950195,35.153499603271484,-0.5845820187041815,-0.42340260560781867,-0.41824996048430835,-0.731041153503333
837,2016-05-11,13.93066692352295,119.5199966430664,36.61740493774414,35.6614990234375,-0.5844053856733011,-0.43512561200947436,-0.4419250084327121,-0.7214883417975163
838,2016-05-12,13.8186674118042,120.27999877929688,36.91543960571289,35.89649963378906,-0.5855044522806228,-0.42603430651009383,-0.41171917940872477,-0.7170692096246748
839,2016-05-13,13.84066677093506,119.80999755859376,36.5287971496582,35.49599838256836,-0.5852885695447773,-0.43165656002596814,-0.4509054123412875,-0.7246005431045537
840,2016-05-16,13.88599967956543,118.66999816894533,36.74627685546875,35.53300094604492,-0.5848437114795607,-0.4452934726428275,-0.42886383290131025,-0.7239047184490676
841,2016-05-17,13.644000053405762,117.3499984741211,36.04551315307617,34.76350021362305,-0.5872184870836213,-0.4610835867920554,-0.4998862704081644,-0.7383750019031549
842,2016-05-18,14.07800006866455,117.6500015258789,35.82802963256836,34.872501373291016,-0.5829595852631759,-0.45749488714996694,-0.521928236467907,-0.7363252602839941
843,2016-05-19,14.347332954406738,116.80999755859376,35.69914245605469,34.92599868774414,-0.5803165846247791,-0.4675431913891607,-0.5349909584783701,-0.7353192556480626
844,2016-05-20,14.685333251953123,117.3499984741211,35.40111541748047,35.13999938964844,-0.5769997412332575,-0.4610835867920554,-0.5651960142628267,-0.7312950219008345
845,2016-05-23,14.414667129516602,115.97000122070312,35.417236328125,34.837501525878906,-0.5796558251066427,-0.4775914043639317,-0.5635621591346349,-0.7369834243266833
846,2016-05-24,14.52733325958252,117.6999969482422,35.73942184448242,35.209999084472656,-0.578550216881827,-0.45689683138590076,-0.5309086403764823,-0.7299786938154563
847,2016-05-25,14.638667106628418,117.88999938964844,35.74748229980469,35.41749954223633,-0.5774576825334624,-0.45462398219495,-0.5300917128123864,-0.726076695657192
848,2016-05-26,15.008000373840332,119.47000122070312,35.99717712402344,35.74549865722656,-0.5738333644026395,-0.43572366777354044,-0.5047851294543827,-0.7199087480950624
849,2016-05-27,14.869333267211914,119.37999725341795,36.06967544555664,35.61199951171875,-0.5751941237853403,-0.4368003141719363,-0.4974374208147032,-0.7224191686768552
850,2016-05-31,14.881999969482422,118.80999755859376,35.924686431884766,36.13949966430664,-0.5750698236944134,-0.4436187704803657,-0.5121320648545316,-0.7124996502041473
851,2016-06-01,14.637332916259766,118.77999877929688,36.005245208740234,35.97200012207031,-0.577470775126988,-0.44397762219169007,-0.5039674286507562,-0.715649440389481
852,2016-06-02,14.597332954406738,118.93000030517578,36.021339416503906,36.4119987487793,-0.5778633002522511,-0.44218327237064586,-0.5023362798609216,-0.7073753678907462
853,2016-06-03,14.599332809448242,118.47000122070312,36.27910232543945,36.277000427246094,-0.5778436753997684,-0.44768587822793793,-0.47621199569929124,-0.7099139801312612
854,2016-06-06,14.711999893188477,118.79000091552734,36.5449104309082,36.33649826049805,-0.5767380578164155,-0.44385797453310766,-0.4492723304526263,-0.70879513712594
855,2016-06-07,15.489333152770996,117.76000213623048,36.50463104248047,36.1870002746582,-0.5691099796644951,-0.45617903669882925,-0.453354648554514,-0.7116064122031047
856,2016-06-08,15.701333045959473,118.38999938964844,36.68989944458008,36.33200073242188,-0.5670295955647474,-0.44864287696775124,-0.4345776864127979,-0.7088797121021067
857,2016-06-09,15.290666580200195,118.55999755859376,36.85905075073242,36.38249969482422,-0.5710595220558217,-0.44660932309396506,-0.4174341927795084,-0.7079300907836198
858,2016-06-10,14.586000442504885,116.62000274658205,37.0443115234375,35.89550018310547,-0.5779745077496523,-0.46981594931568854,-0.3986580038773229,-0.717088004063823
